place_id,name,price_level_combined,user_ratings_total,combined_rating,geometry.location.lat,geometry.location.lng,combined_main_category,sub_category,district,district_cluster,combined_main_category_2
ChIJd6kh67ZkjEcRC1IQourQOyo,Restaurant La Tentation,3.0,158.0,4.1,46.205232,6.1149446,"European, Swiss",,Saint-Jean Charmilles,3,European
ChIJX68uubZkjEcRKKxpZ7OrgqU,Café Restaurant Palma,4.0,141.0,3.7,46.2049308,6.1140212,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJPcYsG_BljEcR4kTFqBJJoK4,Le Versailles,3.0,56.0,3.9,46.2057517,6.1147635,"Italian, French, European",,Saint-Jean Charmilles,3,European
ChIJV8uySFxljEcRn7XpIO3zZX0,Restaurant Les Jardins du Rhône,,,,46.2052484,6.1155034,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJW8zU8rZkjEcR_Ke8t7c7hVc,Canteen De La Residence Gardens Du Rhône,4.0,1.0,5.0,46.2053868,6.1153467,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJi2PgiblkjEcR5J9Kv-pRTRY,De Oliveira Leonel et Cie,3.0,36.0,3.9,46.2103963,6.1145098,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJN97gX2NljEcRfnSAXk9QFyE,Max Poulet,,,,46.2062727,6.1159852,Chicken,,Saint-Jean Charmilles,3,Fast Food
ChIJNVpwC79kjEcRqKfKmxCTkgE,Au Siciliano DOC,,,,46.2154621,6.1196076,Pizza,,Saint-Jean Charmilles,3,Fast Food
ChIJ_8qGQMhkjEcRXkHKQ_Q5Bo0,Au Furet,3.0,610.0,4.0,46.2070906,6.1207695,"Seafood, European, Swiss",,Saint-Jean Charmilles,3,"European, Seafood"
ChIJ7UScbe5ljEcRzKMw2YXEW94,La Chamade,4.0,24.0,4.5,46.2069461,6.1199566,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJH-hMPchkjEcR9ogF6QK8TbY,Association Démocratique des Travailleurs Portugais de Genève,4.0,23.0,4.5,46.206985,6.1203244,Portuguese,,Saint-Jean Charmilles,3,European
ChIJhWc1EadljEcRDJ9xqT-4taM,Refettorio Geneva,2.0,34.0,4.4,46.2098953,6.1207742,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJeYJIqslkjEcRUHI7LCpKc0s,Café Le Cayla,2.0,59.0,4.3,46.205748,6.121626,Portuguese,,Saint-Jean Charmilles,3,European
ChIJCyhiu8BkjEcRRRNmqkEJ8g0,Restaurant La Fontaine,3.0,152.0,4.0,46.2141667,6.1216667,"Pizza, French",,Saint-Jean Charmilles,3,Fast Food
ChIJ4fJXrpVljEcRyaapN3U9k7c,Don Gusto,4.0,8.0,5.0,46.2144601,6.120897,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJt1VscNxljEcRzPUStVBekdk,Taurus - Steakhouse & Lounge,4.0,62.0,3.8,46.2074274,6.1224356,Steakhouse / Barbecue / Grill,,Saint-Jean Charmilles,3,Steakhouse / Barbecue / Grill
ChIJo4Xwi8hkjEcRIhTrMrsxCJs,Tourist brazilian Restaurant,,,,46.2074201,6.1225342,South American,Brazilian,Saint-Jean Charmilles,3,American
ChIJF1L7wJlljEcRkJ_MywelYs8,Le Wagon,,,,46.2088897,6.1224438,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJKyvQ35JkjEcRyYQsnEZsIds,Le Petit Océan,3.0,416.0,4.3,46.225605,6.1222,"Seafood, European",,Servette Petit-Saconnex,4,"European, Seafood"
ChIJZ0HOdJtljEcR8x0Gn7jTlXo,Cafe Salento,4.0,8.0,4.9,46.2046267,6.1231875,"Pizza, Italian",,Saint-Jean Charmilles,3,Fast Food
ChIJfarxIcZkjEcRPvEBKab9Y64,Burger King,3.0,2536.0,4.5,46.2076894,6.1234364,"Hamburger, American",,Saint-Jean Charmilles,3,"Hamburger, American"
ChIJnVFdp8hkjEcRVGLI8p9a8vU,Migros Take Away,3.0,5.0,3.6,46.2079064,6.1230213,General / Fast food / Snacks / Take Away,Take Away,Saint-Jean Charmilles,3,Fast Food
ChIJSZEHjf9ljEcRkiWaLIJP8Go,Major Grill,4.0,54.0,4.6,46.2072463,6.1230892,Steakhouse / Barbecue / Grill,,Saint-Jean Charmilles,3,Steakhouse / Barbecue / Grill
ChIJe1Fdp8hkjEcRduAjzVfdw0E,WASABI SUSHI Planète Charmilles,2.0,80.0,3.6,46.2076416,6.1235245,Japanese,Sushi,Saint-Jean Charmilles,3,Asian
ChIJdRFop8hkjEcRjhEtkUr_tJc,Da Pulcinella,3.0,178.0,4.1,46.2077778,6.1238889,"Pizza, Italian, European",,Saint-Jean Charmilles,3,Fast Food
ChIJdRFop8hkjEcRg6_m1RQ1Szs,Mutlu Kebab,4.0,22.0,4.5,46.2080443,6.1231161,"Steakhouse / Barbecue / Grill, Turkish",,Saint-Jean Charmilles,3,"Steakhouse / Barbecue / Grill, Middle Eastern & African"
ChIJz3hAQgNljEcRkpWwh870oTg,Max Poulet,,,,46.2085918,6.1238634,Chicken,,Saint-Jean Charmilles,3,Fast Food
ChIJC_DLKcdkjEcRexbawoQqn0g,Auberge Fédérale - Le Ginevra,3.0,313.0,4.2,46.212803,6.1233815,"Italian, Swiss, European",,Saint-Jean Charmilles,3,European
ChIJ3dgvJMdkjEcR5DW8wpV6fPM,Le trois plis,4.0,89.0,4.7,46.2123063,6.1228648,General / Bar / Pub / Bistro,,Saint-Jean Charmilles,3,General
ChIJC_DLKcdkjEcRPZOoI-II5jE,Spirito Giovanni & Rosalia,4.0,7.0,4.4,46.2126994,6.123407,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJHRAaQsdkjEcR0agfiUEsOX8,Restaurant La Fontaine,,,,46.2120735,6.1214263,General / Restaurant,,Saint-Jean Charmilles,3,General
ChIJW9uAwupkjEcR-cDAI02U0Ok,Shibata,4.0,105.0,4.5,46.219635,6.1235275,Japanese,,Servette Petit-Saconnex,4,Asian
ChIJ1aZf7YVljEcR_yETVs4Jpeo,Le P'tit Creux,4.0,23.0,4.6,46.2195884,6.1234084,General / Café,,Servette Petit-Saconnex,4,General
ChIJ4ZrrV-tkjEcRINYi5wQfIpU,Colladon Parc,3.0,213.0,4.3,46.2226087,6.1236008,"French, Swiss, European",,Servette Petit-Saconnex,4,European
ChIJdRFop8hkjEcRenhDgEYoBJM,Le Ptit Ba'rond Sàrl,4.0,4.0,4.5,46.2082331,6.1242229,General / Café,,Saint-Jean Charmilles,3,General
ChIJdRFop8hkjEcRiDOPoQTJm1M,Frutties,4.0,17.0,3.2,46.2085378,6.1244379,General / Café,,Saint-Jean Charmilles,3,General
ChIJdRFop8hkjEcRgxjZITIYzBs,Restaurant Francesca Genève,4.0,10.0,4.5,46.208549,6.124254,Italian,,Saint-Jean Charmilles,3,European
ChIJJa8rOMFkjEcR1NVq9KbCLTA,Restaurant Le Figuier libanais sur Genève,3.0,151.0,4.6,46.2136964,6.1248085,Lebanese,,Saint-Jean Charmilles,2,Middle Eastern & African
ChIJv5FryexkjEcR2f9Cbmww1A0,Il Cappuccino,3.0,17.0,4.4,46.2241257,6.1234287,General / Café,,Servette Petit-Saconnex,4,General
ChIJ-zgySMlkjEcRR2pw02bd-ws,Le Petit Bordelais,3.0,79.0,4.3,46.2044916,6.1241128,"French, European, Swiss",,Saint-Jean Charmilles,1,European
ChIJIyvjXKtljEcR_8tG92ZUEGY,LE FARINET Restaurant Italien,4.0,63.0,4.3,46.204245,6.1245374,Italian,,Saint-Jean Charmilles,1,European
ChIJ5bPF085kjEcRmOZ2IETBzFM,la Fontaine,4.0,3.0,3.3,46.2054245,6.1246611,General / Restaurant,,Saint-Jean Charmilles,1,General
ChIJ-Xcq1nZljEcR0q09-PcBzLY,Pizza Mania Genève,2.0,69.0,4.5,46.205013,6.1254991,Pizza,,Saint-Jean Charmilles,1,Fast Food
ChIJSRTY785kjEcR-G2HgWXQ_Ug,Restaurant Boa Brasa,3.0,269.0,4.3,46.2054884,6.1251305,Portuguese,,Saint-Jean Charmilles,1,European
ChIJwa32PeVljEcR6amnE_BuUWM,"Café, Bar Cantinho",,,,46.2083655,6.1250068,General / Restaurant,,Saint-Jean Charmilles,1,General
ChIJ4Yr9FlFljEcR1R8FSCAWg94,"Brasserie Nouvelle, Restaurant Italien sur Genève",3.0,160.0,3.9,46.208731,6.125641,"Italian, European, French",,Saint-Jean Charmilles,1,European
ChIJT7CbrcZkjEcRC2WYCvtGG-U,Resto AB Kebab,4.0,1.0,5.0,46.2128238,6.125531,Turkish,,Saint-Jean Charmilles,2,Middle Eastern & African
ChIJAQAwrMZkjEcR6INHa_ywWhg,Restaurante Latino,4.0,3.0,4.0,46.21273,6.1256715,South American,South American,Saint-Jean Charmilles,2,American
ChIJCWFgrMZkjEcRqR5inHLhgWM,Restaurant Le Luserna,3.0,253.0,4.3,46.2125981,6.1257364,South American,Colombian,Saint-Jean Charmilles,2,American
ChIJ8eqe7M5kjEcR1j5Hqfb3rno,Boulangerie Ruckstuhl - St-Jean,3.0,116.0,4.2,46.204653,6.12618,General / Fast food / Snacks / Take Away,Sandwich / Snacks,Saint-Jean Charmilles,1,Fast Food
ChIJ8eqe7M5kjEcR-ZoHoBpMaIc,Sabor Latino Sàrl,4.0,76.0,4.5,46.2046213,6.125964,South American,South American,Saint-Jean Charmilles,1,American
ChIJ-Zs39HNljEcRuesV2k5wCZo,Calia,3.0,461.0,3.9,46.2082026,6.1259985,Italian,,Saint-Jean Charmilles,1,European
ChIJFbbjIMRkjEcR4DHAfGLZsSk,Restaurant L'Ambiance à Genève,3.0,115.0,4.2,46.2115698,6.1260651,Italian,,Saint-Jean Charmilles,2,European
ChIJE_GRU8FkjEcRvmGQMcgjZpg,Casa Puglia Ristorante,,,,46.2131875,6.1258535,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJ3UahYMFkjEcRZ-ZTLOtIH9k,RPSA - Résidence Liotard,4.0,26.0,4.5,46.2141802,6.1261835,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJQ7u1vc9kjEcRhow0_fFXGLM,Chanaan,3.0,139.0,4.2,46.2059781,6.1272208,Chinese,,Saint-Jean Charmilles,1,Asian
ChIJWeF-pMNkjEcRCKE9maeYDqg,Domino's,3.0,407.0,3.7,46.2086538,6.1267422,Pizza,,Saint-Jean Charmilles,1,Fast Food
ChIJfxzL8sVkjEcRyaXFzwY6WTc,Morena Bar,3.0,168.0,4.1,46.208662,6.126666,General / Bar / Pub / Bistro,,Saint-Jean Charmilles,1,General
ChIJDbJgRK1ljEcRMq3mSkx-tlE,Eat night Genève,4.0,23.0,3.1,46.2130861,6.1272597,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJ2Tq2tWpljEcRyPziLK-5wS8,Coco's Cuisine,4.0,43.0,5.0,46.2130861,6.1272597,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJrayc9sNkjEcRjKKFGqtOJZk,Granito De Mostaza,,,,46.2130861,6.1272597,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJB5TEf0xljEcRxJLzdoNI1gc,Ô'Spice,4.0,17.0,4.6,46.2130916,6.1273222,General / Fast food / Snacks / Take Away,,Saint-Jean Charmilles,2,Fast Food
ChIJcab-icVljEcRsS43zEsbtIs,Cafe-restaurant Au fil de l'arve,,,,46.2006732,6.1274941,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJt2-Qmc1kjEcREMF5kpCgJT8,La Passerelle,3.0,102.0,4.6,46.2012951,6.1283193,"Swiss, European",,Jonction - Plainpalais,8,European
ChIJTfwD_19ljEcR0rw1sMZe5u8,La Fraîche,3.0,52.0,4.1,46.2055042,6.1276852,Pizza,,Saint-Jean Charmilles,1,Fast Food
ChIJP-ye3bRljEcRfOfwzeM3VBA,Max Poulet,4.0,2.0,4.0,46.2073813,6.1274933,Chicken,,Saint-Jean Charmilles,1,Fast Food
ChIJ17p7fM9kjEcRElELXjC1Djg,Café de Charmilles,3.0,198.0,4.0,46.2077673,6.1276029,South American,Brazilian,Saint-Jean Charmilles,1,American
ChIJ047wgMVkjEcR5YCKUVjJ-fQ,Silver Kebab SA,4.0,104.0,4.4,46.2082951,6.12788,Turkish,,Saint-Jean Charmilles,1,Middle Eastern & African
ChIJMwpcEOxkjEcRd_2UofasmUM,Café du Soleil,3.0,1893.0,4.5,46.2232563,6.1276476,"Swiss, French, European",,Servette Petit-Saconnex,4,European
ChIJhyORBCNljEcRhrwdbT_kmbI,Le Bistro,4.0,13.0,4.6,46.2232421,6.1277727,French,,Servette Petit-Saconnex,4,European
ChIJjYSJEOxkjEcROS7epWf5YnE,Café du Commerce,2.0,81.0,4.2,46.2232769,6.1277113,"Swiss, French, European",,Servette Petit-Saconnex,4,European
ChIJOzC1ZfdljEcRjbulzE9zFTQ,Luigia Petit Saconnex,3.0,1678.0,4.1,46.2244759,6.1263378,"Italian, Pizza",,Servette Petit-Saconnex,4,Fast Food
ChIJFW95Fc5kjEcRuYzGeuXeXFc,Giardino Romano,3.0,208.0,4.2,46.2046655,6.1287524,"Italian, European",,Saint-Jean Charmilles,1,European
ChIJ4Smb2Rw3jEcR1eKMKZy7xpE,Restaurant Chandigarh Tandoori,3.0,426.0,4.1,46.2082869,6.1286529,Indian,,Saint-Jean Charmilles,1,Asian
ChIJN20pWcRkjEcR4EwsLvc86XQ,Lamartine,3.0,408.0,4.4,46.2113265,6.1284906,"Spanish, Steakhouse / Barbecue / Grill",,Saint-Jean Charmilles,2,"Steakhouse / Barbecue / Grill, Middle Eastern & African"
ChIJsWr0e8RkjEcRmRG7uARgnls,Restaurant Trigal,3.0,286.0,3.9,46.2125608,6.1284746,"Portuguese, Swiss, European",,Saint-Jean Charmilles,2,European
ChIJYYG8MX9ljEcR0ELGJrAog8s,divino snack-café,4.0,6.0,4.4,46.2128665,6.1292608,"Swiss, European",,Saint-Jean Charmilles,2,European
ChIJMYEUfsNkjEcRgaY-NpVoIy4,DOSA Sàrl,3.0,141.0,4.2,46.2128665,6.1292608,Italian,,Saint-Jean Charmilles,2,European
ChIJ3bEG7MNkjEcRaBZwK9ldo7Y,Restaurant Scolaire Liotard,,,,46.2137811,6.1274503,General / Restaurant,,Saint-Jean Charmilles,2,General
ChIJWeF-pMNkjEcRFM0-x2UqV1A,Rolling Pizza Servette,4.0,262.0,4.2,46.2142433,6.1287889,Pizza,,Servette Petit-Saconnex,6,Fast Food
ChIJQY7Eo8NkjEcRDCKDPat6U3o,King Curry,3.0,148.0,4.4,46.2142,6.1289073,Indian,,Servette Petit-Saconnex,6,Asian
ChIJx0slo3JljEcReODyZpJhLZw,Il marinaio,4.0,48.0,4.6,46.2144147,6.1285496,Italian,,Servette Petit-Saconnex,6,European
ChIJhaY4u8NkjEcRwq4aWjg3GbA,Le Pavillon De Ruth,4.0,1.0,4.0,46.2144147,6.1285496,General / Restaurant,,Servette Petit-Saconnex,6,General
ChIJ_zm4u8NkjEcRBNFhpT0SVbo,"Bohemies, Paredes Da Silva",4.0,18.0,3.6,46.2144147,6.1285496,General / Restaurant,,Servette Petit-Saconnex,6,General
ChIJ_2QNS15ljEcR4rWSZa8RiOo,KAPRiS KEBAP PIZZA TACOS,2.0,298.0,4.1,46.214249,6.1290072,Turkish,,Servette Petit-Saconnex,6,Middle Eastern & African
ChIJgfGODelkjEcRCR0tgoNbswI,Point-du-Jour,3.0,201.0,4.0,46.2206095,6.1289836,"Italian, European",,Servette Petit-Saconnex,4,European
ChIJARjSeiV7jEcR8tydzSBs3no,McDonald’s,3.0,1634.0,3.8,46.1882238,6.1285431,"Hamburger, American",,Bâtie - Acacias,12,"Hamburger, American"
ChIJ014MLKJkjEcR8xtl78RQR50,Sogel,,,,46.1885591,6.1295006,General / Restaurant,,Bâtie - Acacias,12,General
ChIJW1FAfiV7jEcRIsO9VGJpGf0,Ikigaïi Fitness Food,,,,46.1888922,6.1290688,General / Restaurant,,Bâtie - Acacias,12,General
ChIJyST57C17jEcRMbYmIcVKMXk,Brasserie des Artisans,3.0,98.0,4.1,46.1914,6.1286,French,,Bâtie - Acacias,12,European
ChIJ34w2ZC57jEcRYd4Zse_EACE,Restaurant l'Atelier Genève,3.0,563.0,3.9,46.1927574,6.1297338,"French, Swiss",,Bâtie - Acacias,12,European
ChIJe4KZEi57jEcRiizm1Pwhmcc,Café-Restaurant Havana,3.0,118.0,4.0,46.1931796,6.1285583,"Swiss, European",,Bâtie - Acacias,12,European
ChIJ01rBkiNljEcRSr5CL-pwwxk,Maliwan Thaï Cuisine / Maliwan Thai Kitchen / มะลิวัลย์ครัวไทย,3.0,56.0,4.4,46.2008156,6.1299918,Thai,,Jonction - Plainpalais,8,Asian
ChIJsxKbcNJkjEcRTP-LLNxX3ac,Lahore Food,2.0,190.0,4.3,46.2013941,6.1297806,Indian,,Jonction - Plainpalais,8,Asian
ChIJtZaiH9V6jEcR4z70j1F8bc0,El Baraka,2.0,263.0,4.0,46.201061,6.1297659,Turkish,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJzwzpD_RljEcRP7yzcmyRECo,Tea room,,,,46.2005836,6.1296769,General / Café,,Jonction - Plainpalais,8,General
ChIJczZwddFljEcRv1nrpjCuQIk,Aquarium Bar Café,3.0,4.0,3.6,46.2013352,6.1295974,General / Bar / Pub / Bistro,,Jonction - Plainpalais,8,General
ChIJ3eaLfNJkjEcRWRtW51oU0mA,Café Restaurant chez Martins,4.0,2.0,4.0,46.2005687,6.1297697,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJ1d6X9LlljEcRvu_khXPZlfw,EcuaLatino Restaurant,3.0,233.0,4.3,46.2006958,6.1298635,South American,South American,Jonction - Plainpalais,8,American
ChIJfUvyZNJkjEcRdWecewGs8tE,Spécialités Libanaises,2.0,22.0,4.2,46.2011539,6.1298508,Lebanese,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJ0y0vQF5ljEcRooCrgVNWunM,Zafaran Délices,,,,46.2008156,6.1299918,Other Middle Eastern,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJheDJTf1ljEcR8qh9aTiHja4,Özer Kebap,4.0,1.0,4.0,46.2015015,6.1298712,Turkish,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJdWyq-KVljEcR4rOwqeggj-U,Tacos Tacos,4.0,354.0,4.3,46.201489,6.1299354,Mexican,Taco,Jonction - Plainpalais,8,American
ChIJw0V8KM5kjEcRgR_09zervTg,Ming Wah,4.0,5.0,4.8,46.2049032,6.1301396,Chinese,,Saint-Jean Charmilles,1,Asian
ChIJr3y_3s9kjEcRtG_Lva32QiM,Café de la Limite,2.0,679.0,4.5,46.206475,6.1301111,"Swiss, European",,Saint-Jean Charmilles,1,European
ChIJeWG8DNpkjEcRwRzFRjIpsHs,Restaurant Kefal (Kebab),4.0,49.0,4.5,46.2123822,6.129581,Other Middle Eastern,,Saint-Jean Charmilles,2,Middle Eastern & African
ChIJw2GmvcRkjEcRA3VqfaQ9bJE,Maison du kebab,2.0,82.0,4.2,46.2120464,6.1301317,Turkish,,Saint-Jean Charmilles,2,Middle Eastern & African
ChIJpdLle8NkjEcR3fY7QzuzUTk,Montparnasse,3.0,124.0,4.0,46.2130123,6.1294257,"Swiss, European",,Saint-Jean Charmilles,2,European
ChIJt8fXCsNkjEcRWQ35mxw6Buk,"Anzoo Sushi Bar, Kuroda",4.0,70.0,4.8,46.2141422,6.1294624,Japanese,Sushi,Servette Petit-Saconnex,6,Asian
ChIJY-6FVt1ljEcRaNcHzxAGy9s,Bar Sakura Servette,,,,46.2147985,6.1298363,General / Bar / Pub / Bistro,,Servette Petit-Saconnex,6,General
ChIJ-yTkSOlkjEcROH_nNey2Bfw,Chaiya & Co Restaurants,,,,46.2219266,6.1292889,General / Restaurant,,Servette Petit-Saconnex,4,General
ChIJCTrhy-5kjEcRZyIEamvKcAQ,Chez ma Cousine,2.0,1035.0,4.2,46.222496,6.1298089,Chicken,,Servette Petit-Saconnex,4,Fast Food
ChIJz-Y_Qy97jEcReAgHm1MC6Sg,Edward's,3.0,141.0,4.0,46.1891578,6.1308458,General / Fast food / Snacks / Take Away,,Bâtie - Acacias,12,Fast Food
ChIJz-Y_Qy97jEcRQsGXbcP0RGw,Le Balthazar,3.0,210.0,4.1,46.1898403,6.1308924,Italian,,Bâtie - Acacias,12,European
ChIJ_d0IO2ZljEcRxRc-nvjAiGo,Café La Belle Jonction,4.0,78.0,4.8,46.1999603,6.1295201,Other Asian,Pan-Asian,Jonction - Plainpalais,8,Asian
ChIJfS5TYNJkjEcRKKlyd34TKVE,Arepa Republic Food Truck,4.0,10.0,5.0,46.2008601,6.1304179,General / Fast food / Snacks / Take Away,,Jonction - Plainpalais,8,Fast Food
ChIJa3QnY9hljEcRr2yEMEg3cDc,Tacos and burger,4.0,9.0,4.6,46.2007438,6.1307654,General / Fast food / Snacks / Take Away,,Jonction - Plainpalais,8,Fast Food
ChIJYZTT8NJkjEcRzMipH64CWDM,"Casa Tiki, bar à cocktails",4.0,177.0,4.6,46.2002827,6.131066,General / Bar / Pub / Bistro,,Jonction - Plainpalais,8,General
ChIJpzOvFfNljEcRTZ1e0wiOZ-M,Glo A Gonzales,,,,46.200614,6.1309532,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJYZTT8NJkjEcR8ckbQeuyXfQ,o garfo,4.0,1.0,4.0,46.2003786,6.1310605,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJi_LR8NJkjEcRX3z_0FStY8M,"Café Restaurant Victoria, Barrachino de Jesus Elisabete",,,,46.2003736,6.1310697,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJyYmjXdJkjEcR0TnditF7DzY,Poulet Pizzaland,2.0,86.0,4.5,46.201143,6.1307609,Italian,,Jonction - Plainpalais,8,European
ChIJjyugQtJkjEcRDQiHHhsRbkw,Harmonie pizzeria,3.0,170.0,4.2,46.201394,6.130715,"Italian, Pizza",,Jonction - Plainpalais,8,Fast Food
ChIJjyugQtJkjEcRlKqunDBbKu0,Sandwicherie De La JonXion,4.0,27.0,5.0,46.2014354,6.1306711,General / Fast food / Snacks / Take Away,Sandwich / Snacks,Jonction - Plainpalais,8,Fast Food
ChIJR0WOF9JkjEcRqCO2kdR7TNM,Brasserie Chien Bleu,4.0,23.0,4.4,46.2024841,6.1308232,French,,Jonction - Plainpalais,8,European
ChIJC6QV2NFkjEcR5ykWHjF_35k,Ming Wah,3.0,161.0,4.3,46.204894,6.1302133,Chinese,,Saint-Jean Charmilles,1,Asian
ChIJkfz6dChljEcROcwNYuIpYd0,Les Lilas,4.0,35.0,4.0,46.211573,6.13095,General / Bar / Pub / Bistro,,Saint-Jean Charmilles,2,General
ChIJBW9Qn8RkjEcRCK_SWl7hesM,Les Lauriers,3.0,153.0,4.4,46.2124545,6.1302128,"Swiss, European, French",,Saint-Jean Charmilles,2,European
ChIJHxrCV8NkjEcR51WejOlEj5c,Coffee Lab,2.0,188.0,4.4,46.2127533,6.1311427,General / Café,,Saint-Jean Charmilles,2,General
ChIJg5_jUu5kjEcRu91ZLVrjycY,China Garden,3.0,183.0,4.3,46.2249908,6.1311464,Chinese,,Servette Petit-Saconnex,4,Asian
ChIJG4kWWy97jEcRSpcUvkiRgpE,Restaurant Le Trinquet,3.0,206.0,4.4,46.1895808,6.1313964,French,,Bâtie - Acacias,12,European
ChIJMcsBSC97jEcREdb9uvqCK9s,Café Restaurant au Bureau,2.0,57.0,4.2,46.1898972,6.1315568,General / Restaurant,,Bâtie - Acacias,12,General
ChIJCd-q12Z7jEcR-KesVtaOGIg,"Ben & Bertrand Genève : Des plats cuisinés par des chefs, conditionnés sous vide, livrés à domicile",4.0,6.0,5.0,46.1909657,6.1313813,General / Restaurant,,Bâtie - Acacias,12,General
ChIJr4UXCJFljEcRMFqFDOY6iX0,Chez Marie Chou,4.0,14.0,4.9,46.1909657,6.1313813,General / Fast food / Snacks / Take Away,Take Away,Bâtie - Acacias,12,Fast Food
ChIJq2jNJ9NkjEcRIK7WPRVqFPQ,Restaurant scolaire de Cité-Jonction,,,,46.1990203,6.1315894,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJte3F5dJkjEcRRKpPZslO_E8,La Passione Ristorante,3.0,74.0,4.6,46.1998368,6.1311864,"Italian, European",,Jonction - Plainpalais,8,European
ChIJ6yuk5tJkjEcRO2uQBoMKKgM,Shiva Restaurant Jonction,4.0,96.0,4.6,46.1997522,6.1314011,Other Asian,Sri Lankan,Jonction - Plainpalais,8,Asian
ChIJPZ3w49JkjEcRW8i31dZHnv4,Karunakala Sivaruban Le Saladier Gourmand,4.0,2.0,3.0,46.1997669,6.1314261,Vegan / Vegetarian / Salad,,Jonction - Plainpalais,8,Vegan / Vegetarian / Salad
ChIJJwLbPNJkjEcRJGWciXJsCNs,Mundo lingo,4.0,3.0,4.7,46.2002015,6.1316508,General / Bar / Pub / Bistro,,Jonction - Plainpalais,8,General
ChIJ04aa_NJkjEcR_Vm8KWt4gqY,iPub,3.0,523.0,4.3,46.2002194,6.1316863,"Italian, French",,Jonction - Plainpalais,8,European
ChIJYcOJzilljEcRpi9cPg2myz8,Restaurant Mondial A la Turca,3.0,5.0,4.0,46.2004018,6.1314109,Lebanese,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJ5YML-dJkjEcRaELMdZLzxOA,Punjabi,3.0,240.0,4.2,46.2004256,6.1313671,Indian,,Jonction - Plainpalais,8,Asian
ChIJVZmd99JkjEcRL_y4pic5GWw,Kebab House,2.0,171.0,3.9,46.200529,6.131126,Turkish,,Jonction - Plainpalais,8,Middle Eastern & African
ChIJ13ZhjnZ7jEcRrdZEmvRXCrc,Bar Restaurant Le Bois d'Ebène,4.0,15.0,3.7,46.190239,6.137772,African,,Bâtie - Acacias,13,Middle Eastern & African
ChIJgREOMA1ljEcRWDjD7tEUVQE,Chaupan Kebab Pizza,4.0,17.0,3.4,46.2035117,6.1603966,African,,Eaux-Vives - Lac,17,Middle Eastern & African
ChIJfc68UdJkjEcRuKi54ghScXE,Restaurant Le Rhône,4.0,162.0,4.3,46.2011705,6.1316994,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJYykbHblljEcR5quuyRG8gr0,Grrreat Burger Bar & More / Burger Bar Genève,4.0,166.0,4.7,46.2009531,6.1309728,"Hamburger, American",,Jonction - Plainpalais,8,"Hamburger, American"
ChIJrxBivRZljEcRAU8WaJ1cIZE,The Barista Lab,3.0,248.0,4.7,46.2011515,6.1314182,General / Café,,Jonction - Plainpalais,8,General
ChIJgfuTT9JkjEcRNiw-D1ubWk0,Restaurant El Bodegon,4.0,12.0,2.8,46.2014127,6.1315189,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJM0LI1i1ljEcRUWxuyFG40u0,YAMBA,4.0,2.0,5.0,46.2024504,6.131142,General / Restaurant,,Jonction - Plainpalais,8,General
ChIJMQYonZdljEcRidkh_YahbVw,Le Mexicain,3.0,295.0,4.8,46.2022482,6.1314211,Mexican,,Jonction - Plainpalais,8,American
ChIJ4YrMTNBkjEcRhu2hiiUnf5s,Na Village,3.0,653.0,4.3,46.2052832,6.1315717,Thai,,Saint-Jean Charmilles,1,Asian
ChIJqUcP4v9ljEcRmfQ503OlQK0,6Tacos,4.0,49.0,4.1,46.2049981,6.1311477,Turkish,,Saint-Jean Charmilles,1,Middle Eastern & African
ChIJM_GYMOZljEcRMZyj56-OE4I,Restaurant Namura,4.0,7.0,4.9,46.2051532,6.1312735,Japanese,,Saint-Jean Charmilles,1,Asian
ChIJGbdcugxljEcR4GFjvfytPeY,Sindbad Pizza,2.0,68.0,4.7,46.2051608,6.1317994,Pizza,,Saint-Jean Charmilles,1,Fast Food
