,name,place_id,types,price_level,rating,user_ratings_total,vicinity,plus_code.global_code,geometry.location.lat,geometry.location.lng
536,McDonald's Restaurant,ChIJ-UM1LytljEcRdent7yEk_zk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.7,1801,"Rdpt de Plainpalais 1, Genève",8FR854XV+94,46.1983907,6.1428166
537,Le Pain Quotidien,ChIJWfScP-9ljEcRTbb2YinlZdU,"['restaurant', 'cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",2,3.7,335,"Bd Georges-Favon 45, Genève",8FR854XV+C2,46.1985947,6.1424357
538,Akiko Plainpalais,ChIJzzfZICtljEcRXcmi6-GE77g,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,3.7,335,"Rue du Conseil-Général 20, Genève",8FR854XV+C4,46.1986231,6.14285
539,Bao Canteen,ChIJoe9-h1NljEcRVdiZJK0LAp4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,445,"Rue du Conseil-Général 11, Genève",8FR854XV+97,46.1984536,6.1431511
540,Taco Rico,ChIJcWhuOytljEcR7d5rRqxpBTI,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,389,"Rue de l'Université 3, Genève",8FR854XV+99,46.1984326,6.1435087
541,Le Karne Genève,ChIJj_0tbilljEcRB_TplgYPDK8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,297,"Rue Bémont 22, Genève",8FR8643V+7Q,46.2031583,6.1443846
542,Le Lyrique,ChIJfdoyPypljEcR933TkeN5N6w,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,196,"Bd du Théâtre 12, Genève",8FR8642R+GV,46.2013638,6.1422578
543,Le Baroque Restaurant Geneve,ChIJ-cPY2i5ljEcRu1Q3a3uMxqU,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",4,4.1,370,"Rue du Rhône 4, Genève",8FR8643V+PQ,46.204335,6.1444874
544,"La Tenuta Wine Shop, Bar & Restaurant",ChIJywK7DaJljEcRNUaCuSbif2g,"['liquor_store', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",,4.8,45,"Rue de l'Arquebuse 12, Genève",8FR8643Q+2M,46.2025738,6.1391513
545,Katrépices,ChIJsef4A9ZkjEcRIvv5LYxspJo,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.1,72,"Pl. de la Synagogue 1, Genève",8FR8643R+55,46.2029317,6.140464
546,Coop Restaurant Genève Fusterie,ChIJ603rISlljEcRMl8bLqgznCw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,522,"Rue du Commerce 5, Genève",8FR8643W+M3,46.204165,6.1451624
547,Arthur's rivegauche,ChIJkcHaAClljEcRnswQD7fC1R8,"['restaurant', 'bar', 'night_club', 'cafe', 'food', 'point_of_interest', 'establishment']",3,3.8,795,"Rue du Rhône 7, Genève",8FR8643V+RP,46.2045996,6.1443724
548,Osteria della Bottega,ChIJ0YlCYClljEcRf4WZlc2ypYo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,253,"Grand-Rue 3, Genève",8FR8642V+XW,46.2024451,6.1448017
549,Chouchouette,ChIJi8N3milljEcRHpOIgJxnT6A,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,153,"Rue de la Corraterie 12, Genève",8FR8643V+85,46.2032544,6.1429938
550,Bap,ChIJn1Z7BChljEcRnhmEWED0F90,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.2,323,"Rue de Coutance 25, Genève",8FR8644R+PR,46.2068339,6.1420743
551,Elsalad,ChIJ94o4aShljEcR0VGl7eZ61-Y,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.4,117,"1201, Rue des Etuves 9, Genève",8FR8644V+G9,46.206293,6.1433874
552,Bombay,ChIJB3THrCdljEcRwyPZUxAZJok,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,453,"Rue de Berne 11, Genève",8FR8645V+PW,46.2092583,6.1448206
553,Al Amir Oriental,ChIJX3_dridljEcRq-4EMboXqos,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4,334,"Rue Chaponnière 3, Genève",8FR8645V+MQ,46.2092354,6.1444742
554,BAOTI - for bun lovers,ChIJrYx65fZljEcRBQrqP3UwCis,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,77,"Rue des Terreaux-du-Temple 14, Genève",8FR8644R+XM,46.2074083,6.1417423
555,Âge d'Or,ChIJ21nu8CdljEcRTcdOHbXBCtU,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,579,"Rue de Cornavin 11, Genève",8FR8645R+6W,46.2080264,6.1422566
556,Kebap Istanbul,ChIJ8fGBX1lljEcRbx435IBKoLs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3,1,"Bd James-Fazy, Genève",8FR8645V+M8,46.2093305,6.1430645
557,Restaurant ALFREDO,ChIJf9zixidljEcRyRlq6UsLwuI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,540,"Rue de Chantepoulet 6, Genève",8FR8645V+8H,46.2083333,6.1438889
558,Coop Sapori d'Italia Genève Gare,ChIJFWPcjthkjEcRModQKJ3o8q4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,29,"Pl. de Cornavin 7, Genève",8FR8646V+55,46.2104487,6.1429244
559,Sushi Corner,ChIJK2-ufydljEcRo_GcpaVK4WM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Pl. de Cornavin 7, Genève",8FR8645R+XX,46.2098978,6.1423859
560,Ali Haydar Kebab,ChIJiZ5l0iBljEcR5XAHtOKjQS8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,610,"Rue de Lausanne 26, Genève",8FR8646W+V2,46.2121609,6.1450461
561,Saj Eat,ChIJLYzVAidljEcR4Jkee2X-wwQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.8,351,"Rue des Alpes 18, Genève",8FR8646V+3X,46.2101897,6.1449908
562,Little India Street Kitchen,ChIJkQ90zyBljEcR6KOl1NcbrXk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,263,"Rue de Lausanne 29, Genève",8FR8646V+XW,46.2124535,6.1447735
563,La Veranda Restaurant Genève,ChIJDU-sECdljEcROVZ8NsYLrag,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,178,"Rue des Alpes 20, Genève",8FR8646V+5V,46.2103211,6.1446759
564,L'Otantik,ChIJL-gcJgxljEcRG8AZseUJhh8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,106,"Rue de Lausanne 23, Genève",8FR8646V+RR,46.2120634,6.1445555
565,Lokma's,ChIJ3bz4Etl6jEcR0EEXaC8nU7s,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,11,"Pl. du Temple, Carouge",8FR854PR+29,46.1850388,6.1409935
566,Le Colibri Genève,ChIJ8anAqdZ6jEcRwWZzHVq3dsE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,51,"Rue de Carouge 68, Genève",8FR854VV+4F,46.1927952,6.1437272
567,Mama Thaï,ChIJFZ_mokN7jEcRABB8bN5QGek,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,168,"Rue de Carouge 61, Genève",8FR854RV+WM,46.1923107,6.144171
568,"Pizzeria Restaurant ""Les Vignettes""",ChIJTVhItNZ6jEcRU-HAzUzptb8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.5,149,"Rue de Carouge 82, Genève",8FR854RV+QF,46.19195,6.1437924
569,Thai Wai Wai,ChIJhdQqg7h7jEcRvVMTVqf2UXk,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,23,"Bd du Pont-d'Arve 21, Genève",8FR854WV+2P,46.1951101,6.1443668
570,Cap's BBQ,ChIJMTjuG1h7jEcRR82HZ5CQ7sw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,138,"Bd du Pont-d'Arve 26, Genève",8FR854WV+36,46.1951372,6.1430145
571,Holy Cow! Gourmet Burger Co. GENÈVE PLAINPALAIS,ChIJLUKx3NR6jEcRZN3R3WqbMZk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,1677,"Rue de Carouge 14, Genève",8FR854WV+M5,46.1967579,6.1429569
572,La Baguette d'Or,ChIJbeO7AtV6jEcRWju9Np1MhAc,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,220,"Av. Henri-Dunant 15, Genève",8FR854WR+9V,46.1959094,6.1420546
573,Toasted,ChIJLReT6tV6jEcRrSZaVo4ax4U,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.7,72,"Av. Henri-Dunant 12, Genève",8FR854WR+FV,46.1962448,6.1421354
574,Mikado Sushi,ChIJbxGdetJkjEcRWAwaRsM4AZk,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,397,"Rue de Carouge 8, Genève",8FR854WV+W5,46.1972945,6.1429117
575,Aux Saveurs Gastronomiques,ChIJWWUg29R6jEcRAp3ZkJhgwgM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,39,"Rue de Carouge 12, Genève",8FR854WV+P5,46.1968744,6.1428867
576,Restaurant Pizzeria Italia,ChIJX96sy9R6jEcRvPrbBDUvqLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,233,"Bd des Philosophes 4, Genève",8FR854WV+XC,46.1974579,6.1436188
577,Le Dorian,ChIJyW_KVSpljEcRXktACj_8Qr4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,317,"Pl. René-Payot 1, Genève",8FR8642V+43,46.2002511,6.1427421
578,Gaku,ChIJjYRLD2RljEcRblTr7zZ6dgE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,1,"Rue Jean-François Bartholoni 10, Genève",8FR8642V+63,46.2005905,6.1427039
579,Café de La Plage - Grand Théâtre de Genève,ChIJM2KW6UZljEcRA6ZvNM7DsBo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,135,"Pl. de Neuve 5, Genève",8FR8642V+93,46.2009419,6.1426801
580,restaurant mère royaume,ChIJe6qF8rJljEcRMpI5T_oUC9E,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,Geneva,8FR8643V+Q7,46.2043907,6.1431577
581,Brasserie Lipp,ChIJpSAtailljEcRV-WskLeIpv4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.4,1642,"Confédération centre, Rue de la Confédération 8, Geneva",8FR8643W+82,46.2033618,6.1450284
582,EL PUEBLO FIESTA - BRASSERIE / ESPAGNOL / TAPAS,ChIJLZQHhcVkjEcRHQ3Ar8H736Q,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,4,578,"Rue du Cendrier 17, Genève",8FR8644V+WV,46.2072632,6.1447451
583,Chez ma Cousine,ChIJebu30CdljEcRqFgvQoZSh_g,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.4,901,"Rue Lissignol 5, Genève",8FR8645V+2H,46.2075439,6.1439974
584,Mafalda Sapori & Salute,ChIJz4plaShljEcRClEti74RPgQ,"['meal_takeaway', 'cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,4.7,139,"Rue des Etuves 7, Genève",8FR8644V+F8,46.2062449,6.143328
585,Bamee Resto,ChIJrWXzAXVljEcRNgbYW85bEmQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,26,"Rue Rousseau 29, Genève",8FR8645V+43,46.2078265,6.1427362
586,Forêt de bambous,ChIJuT3OlCdljEcRGIp9a3LWLMM,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4,144,"Rue de Chantepoulet 12, Genève",8FR8645V+97,46.2084749,6.1431934
587,Indian Plaza,ChIJs1pU1iZljEcR7tAHDL5-oEM,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.6,1705,"Rue de Monthoux 58, Genève",8FR8646W+J7,46.211528,6.1457265
588,Tasty Chicken Spot,ChIJD9IY5iZljEcRuEbmkP1QFTs,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4.3,137,"Rue de Berne 29BIS, Genève",8FR8646W+59,46.2104503,6.1459871
589,Cafe-restaurant la Gentiane Sa,ChIJhzEzkidljEcRqcYvy_wn02Q,"['restaurant', 'point_of_interest', 'food', 'establishment']",,0,0,"Pl. de Cornavin 4, Genève",8FR8645V+F5,46.2087331,6.1428128
590,ChaCha Food Corner,ChIJVVVFmidljEcRUxRXELikbf0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,15,"Cornavin MetroShopping, 30, Rue du Mont-Blanc, Geneva",8FR8646V+38,46.2102286,6.1432528
591,Sajna Restaurant,ChIJ0Vo82yZljEcR-njRkgVd73g,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,314,"Rue de Neuchâtel 18, Genève",8FR8646W+C9,46.2110068,6.1459837
592,Masala House,ChIJOaLbDHFljEcRlMeFUiPVj6Q,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.8,312,"Rue Chaponnière 5, Genève",8FR8645V+QR,46.2093992,6.144558
593,Bocca,ChIJMXRDqydljEcRNNBeq_vwgbs,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,50,"Rue de Berne 11, Genève",8FR8645V+MX,46.2091983,6.1448993
594,Olé-Olé,ChIJAcr_2CZljEcRPLt22UaZ8vU,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,4.3,478,"Rue de Fribourg 11, Genève",8FR8646W+F5,46.211147,6.1454123
595,Tapas 14,ChIJVRjNIy1ljEcRTdsZfT41CDo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,2,"Rue de Lausanne 14, Genève",8FR8646V+8P,46.2108411,6.1443597
596,Chez Sami,ChIJVQVr2CZljEcRwm7BxRF_SPM,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,389,"Rue de Fribourg, 11, Geneva, Switzerland Fribourg، Street 11, Genève",8FR8646W+G5,46.2112525,6.1453913
597,American Dream Diner,ChIJ9XNS2SZljEcRXJRs-XqxSEo,"['convenience_store', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,805,"Rue de Neuchâtel 13, Genève",8FR8646W+C7,46.2110204,6.1457484
598,Restaurant Dream's bar,ChIJd2pe2SZljEcRbTtf9VJ1X4I,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue de Fribourg 14, Genève",8FR8646W+97,46.2109468,6.1456795
599,Restaurant Sen,ChIJNb-D0yBljEcRuLScB2JNCqA,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,187,"Rue de Zurich 43, Genève",8FR8646W+R5,46.212016,6.1454021
600,Restaurant Tehran,ChIJKYP_Er9ljEcR2dgUmNNiKbE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.2,86,"Rue de Monthoux 56, Genève",8FR8646W+H8,46.211444,6.1458021
601,Le Bistro,ChIJfef4fu1ljEcRS4_5AtsFp4k,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,6,"Rue de Lausanne 41-43, Genève",8FR8647W+C5,46.2135429,6.1454317
602,Awash,ChIJ54dXhR9ljEcRI4MI4Xml758,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,338,"Rue du Valais 9, Genève",8FR8648W+VC,46.2172376,6.1460174
603,Saveur & Passion,ChIJ-VMjOB5ljEcR2GLPmYirZhE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.3,88,"Av. de France 21, Genève",8FR8649W+W7,46.219812,6.1457025
604,Kimchi,ChIJw10LNdd6jEcRQUXT7zUiXrA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,241,"Rue de Carouge 85, Genève",8FR854QV+P8,46.1893211,6.1433454
605,Myo Gusto,ChIJMW9gge97jEcR2nWIJb_RoC0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2.3,6,"Bd de la Cluse 20, Genève",8FR854QV+HX,46.1889702,6.1449363
606,The Circus,ChIJwburg417jEcR1pUtXd4qHVw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,328,"Pl. des Augustins 17, Genève",8FR854RV+8R,46.1908481,6.1445848
607,Café des Augustins,ChIJAwSztdZ6jEcRVBZjt9wOlHo,"['restaurant', 'meal_takeaway', 'food', 'bar', 'point_of_interest', 'establishment']",2,3.9,353,"Pl. des Augustins 11, Genève",8FR854RV+CV,46.1911099,6.1446775
608,Planète Sandwichs - Sandwicherie à Genève,ChIJ3U1S09Z6jEcRgPDAFKddsjI,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1,4.3,63,"Rue de Carouge 69, Genève",8FR854RV+8H,46.1908333,6.1438889
609,L'agape,ChIJtcB333F9jEcRqc3VS2u69J0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,2,"Rue de Carouge 72, Genève",8FR854RV+XC,46.1924837,6.1437834
610,Tam Tam Café,ChIJlR6r_dN6jEcRoG2UxkKs0p4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,89,"Rue du Pré-Jérôme 8, Genève",8FR854VV+5W,46.1929505,6.1447593
611,Spaghetti D'Oro,ChIJN59jEdR6jEcRPzSDvCZePzA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,513,"Rue de Carouge 56, Genève",8FR854VV+FC,46.1937403,6.1435583
612,Restaurant la Sportive,ChIJhS-SDdR6jEcRrwE3qW2WDRY,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,210,"Rue de Carouge 45, Genève",8FR854VV+GH,46.1938259,6.1438859
613,ZAÏZAÏ,ChIJD6DKDtV7jEcRSrY4KVoUGIQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,127,"Pass. de Saint-François 4, Genève",8FR854VV+RJ,46.19458,6.1440578
614,Restaurant ASIA,ChIJeUaNbdR6jEcR8n2KRKO9kIE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.1,185,"Rue de Carouge 43, Genève",8FR854VV+MG,46.19424,6.143791
615,Feuille de Banane,ChIJEVMAi9R6jEcRYxUJaJfZxXk,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4,701,"1205, Rue de Carouge 29, Genève",8FR854WV+5C,46.1954428,6.1436161
616,Emilios,ChIJkzRNu9R6jEcRgBA_t9YOJq0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,175,"Rue Leschot 9, Genève",8FR854WV+MH,46.196668,6.1440112
617,Les Ciboulettes,ChIJE6FDjet7jEcR3VGT6LkKF4c,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.8,74,"Rue Leschot 7, Genève",8FR854WV+MH,46.1966755,6.1438883
618,The Hamburger Foundation - Plainpalais,ChIJweZowNR6jEcRTeb5AOBGUKU,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,474,"Rue Leschot 6, Genève",8FR854WV+HH,46.1965068,6.1438689
619,Le Philanthrope,ChIJyTIjsNR6jEcRf8ZLSqLwLDE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.6,209,"Bd des Philosophes 12, Genève",8FR854WV+RM,46.1970135,6.1442498
620,"La Biscotte, Ramseier",ChIJyTgPzdR6jEcR97re9l-Nnn4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rdpt de Plainpalais 9, Genève",8FR854XV+28,46.1975318,6.1432594
621,Restoca Sa,ChIJ61oKy9R6jEcRfzDxCjz0xOc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Bd des Philosophes 4, Genève",8FR854WV+XF,46.1974383,6.1436641
622,Kiosque des Bastions,ChIJDbzfeitljEcRrg6ATs7itGk,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,4.4,7881,"Prom. des Bastions 1, Genève",8FR8642V+7R,46.200738,6.1445653
623,La Cantinella,ChIJBTQhYSlljEcR-b4ePdh5Moc,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.5,393,"Rue de la Tour-de-Boël 2, Genève",8FR8643V+2V,46.2025861,6.1447213
624,Wine & Beef Fusterie,ChIJz9gCMilljEcRKVbQS9QEYfo,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.1,304,"Pl. de la Fusterie 5, Genève",8FR8643W+HH,46.2039808,6.146473
625,La Romantica,ChIJU4_zRClljEcRjRPSDdO0Xho,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4,369,"Rue de la Rôtisserie 2, Genève",8FR8643W+55,46.2029751,6.1454871
626,Edward's,ChIJP4Sj2C1ljEcRO17p6Rgqphw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,190,"Rue de la Cité 1, Genève",8FR8643V+CH,46.20358,6.143919
627,Chez Philippe - Bar Grill,ChIJ8yFFGSlljEcRm_RqW1MdE9M,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",3,4.3,1507,"Rue du Rhône 8, Genève",8FR8643V+JR,46.2041171,6.1445315
628,Mikado,ChIJNV2VcyhljEcRHg68kilVrs0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,196,"Pl. De-Grenus 10, Genève",8FR8644V+P9,46.2068527,6.1433743
629,Ukiyo Restaurant - Ramen & Udon,ChIJ41FvcChljEcRe_0nySgHM3g,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,518,"Pl. De-Grenus 6, Genève",8FR8644V+PC,46.2067377,6.1435287
630,The Hot-Dog Faktory Genève,ChIJ8-5L2SdljEcRCMpH7WZdUkM,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,39,"Rue Rousseau 14, Genève",8FR8644V+WC,46.2073715,6.1435495
631,Tout Le Monde En Parle,ChIJ48e5M0BljEcR3CMgp0zZc0o,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.9,34,"Rue Paul-Bouchet 1, Genève",8FR8645V+38,46.2076886,6.1432952
632,Asadal Sàrl,ChIJi4uOBChljEcRZF8Oj0A5Pbo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,2,"Rue de Coutance 25, Genève",8FR8644R+PR,46.20683,6.1420634
633,Hook taco,ChIJz-3uipNljEcR5CVpkuMYsXE,"['restaurant', 'point_of_interest', 'food', 'establishment']",,0,0,"Rue de Berne 41, Genève",8FR8646W+CH,46.2110148,6.1463663
634,Five Guys,ChIJuZor7V1ljEcRA0wZGs8HvQ8,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,3.9,1476,"Rue du Mont-Blanc 24, Genève",8FR8645V+MH,46.2092005,6.1439667
635,Al Narjise,ChIJLTj0dSdljEcRQbJXrPe-QZk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,196,"Pl. de Cornavin 14, Genève",8FR8645V+VC,46.2097104,6.1435441
636,Restaurant Téséo,ChIJTW5iDCdljEcRboSps_DQlek,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2,1,"Rue de Lausanne 14, Genève",8FR8645V+XH,46.2099624,6.1439142
637,Café de Paris - Chez Boubier,ChIJAbdVoSdljEcRu9BuzX0hNH4,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",2,4.3,1580,"Rue du Mont-Blanc 26, Genève",8FR8645V+PG,46.2093588,6.1438251
638,Addis Abeba,ChIJuYUj_RdljEcRSgNAP8-Kmsw,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.7,80,"Rue de Fribourg 6, Genève",8FR8646W+74,46.2106986,6.1453256
639,Tradizione Italiana,ChIJVVVVVSZljEcRRpGph0qjXZs,"['restaurant', 'point_of_interest', 'food', 'establishment']",,3.3,8,Geneva,8FR8645V+R7,46.2094885,6.1431998
640,Restaurant CFF Genève Voyageurs «chez SBB»,ChIJ30gQ3yVljEcR8FzX8PgjPCg,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4.5,26,"Pass. des Alpes 9, Genève",8FR8646V+FC,46.2111646,6.1435819
641,Bollywood,ChIJxW3SiyNljEcR1Pioe63pTtU,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,3.8,236,"Rue de Neuchâtel 37, Genève",8FR8646W+PG,46.2118307,6.1462587
642,Chez Piaf,ChIJMfIJA3hljEcRlgmzYyPY49Y,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.6,51,"Rue de Monthoux 62, Genève",8FR8646W+M7,46.2116581,6.1456314
643,Jame's Pub,ChIJ67QuKidljEcRXb9Af-3arSc,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4,248,"Rue de Monthoux 64, Genève",8FR8646W+M4,46.2116548,6.1453511
644,Thaï Boky,ChIJA7MrMCdljEcRy9-TDNljmC4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,256,"Rue de Lausanne 20, Genève",8FR8646V+JV,46.2115935,6.1446999
645,Aéro Bistro,ChIJnbphsX5jjEcROQPA2CAYuUs,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,167,"Rue de la Navigation 23, Genève",8FR8647W+2G,46.2125122,6.1463387
646,L'Isola - Italian Street Food - Restaurant et Pizzeria,ChIJveuquMRljEcR4BA6GDo2sFA,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.6,115,"Rue de Lausanne 56, Genève",8FR8647W+VP,46.2147599,6.1467188
647,Ali Baba Kebab,ChIJi6ywySFljEcRlmaKY69Vxa4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.3,250,"Rue de Lausanne 65, Genève",8FR8648W+6P,46.215552,6.1468222
648,Cui Yuan,ChIJH8mr0iFljEcRQkRIub_Tvw4,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.2,68,"Rue Rothschild 54, Genève",8FR8648W+CJ,46.2160267,6.1465542
649,EL MECHOUI,ChIJIUKyrCFljEcRziH4dGuftr4,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1,4.4,145,"Rue de Lausanne 53, Genève",8FR8647W+VF,46.2145935,6.1462179
650,Jia Xiang (anciennement Jiawei),ChIJQ7-hryFljEcRXF_T09ghKIk,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.4,475,"Rue de Lausanne 56, Genève",8FR8647W+VM,46.2147,6.1467
651,il Fornello Napolitano,ChIJzaSVACFljEcRbyO0hpR1Sk0,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.1,403,"Rue de Lausanne 52, Genève",8FR8647W+MG,46.2141264,6.146339
652,Ze Do Pipo Sa,ChIJY45isiFljEcRwPXrvI4SBXA,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.2,135,"Rue de Lausanne 57, Genève",8FR8647W+XH,46.2149262,6.1463835
653,Gaya,ChIJ_3TA1SFljEcR-12t9GjA7vo,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.3,260,"Rue Ferrier 19, Genève",8FR8648W+MQ,46.2166382,6.146922
654,Canteen De Sécheron,ChIJ50W1Ah9ljEcRC4PkqOKkkTo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,1,"Av. de France 15, Genève",8FR8649W+HQ,46.2189386,6.1468903
655,Le Pyramus Restaurant du Jardin Botanique,ChIJuxtWs11ljEcRfx-RjQAkdb8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,251,"Chem. de l'Impératrice 1, Pregny-Chambésy",8FR864GW+RP,46.2271018,6.1468727
656,Café mutin,ChIJq6q6ldB6jEcRtrChKybtijY,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",2,4.5,145,"Bd de la Cluse 20, Genève",8FR854QV+HX,46.1889893,6.1448372
