,name,place_id,types,price_level,rating,user_ratings_total,vicinity,plus_code.global_code,geometry.location.lat,geometry.location.lng
0,Café Restaurant Palma,ChIJX68uubZkjEcRKKxpZ7OrgqU,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.7,141,"Av. d'Aïre 93bis, Genève",8FR86437+XJ,46.2049215,6.1140218
1,Restaurant La Tentation,ChIJd6kh67ZkjEcRC1IQourQOyo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,158,"Av. d'Aïre 91, Genève",8FR86447+3X,46.2052833,6.1149202
2,Nénuphar Café | Restaurant,ChIJt8c02LFkjEcRcbEARQLCYQo,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.7,63,"Rte de l'Usine-à-Gaz 10, Vernier",8FR86445+C6,46.2060694,6.1081211
3,Restaurant Les Jardins du Rhône,ChIJV8uySFxljEcRn7XpIO3zZX0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Av. d'Aïre 89, Genève",8FR86448+36,46.2052484,6.1155034
4,Canteen De La Residence Gardens Du Rhône,ChIJW8zU8rZkjEcR_Ke8t7c7hVc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,1,"Av. d'Aïre 89, Genève",8FR86448+54,46.2053868,6.1153467
5,Restaurant Scolaire Des Ouches,ChIJ8Ti8r7BkjEcRsbwcxSRTPH0,"['restaurant', 'food', 'point_of_interest', 'establishment']",,1,1,"Chem. des Ouches 19, Genève",8FR86457+8C,46.2083191,6.1135269
6,Brasserie St-Georges,ChIJ6dEUj0t7jEcRN_lF0ohkVOo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,191,"Rte du Pont Butin 12, Petit-Lancy",8FR854W6+GQ,46.196262,6.111884
7,Restaurant Divan,ChIJhb4e-Ep7jEcRY38kziIGZmE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.5,113,"Rte de Saint-Georges 81, Petit-Lancy",8FR854W8+Q2,46.1969126,6.1151147
8,Restaurant le Pénitencier,ChIJ6dEUj0t7jEcRrYIh0GVIMbk,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,17,"Rte Pont-Butin 12, Petit-Lancy",8FR854W6+GP,46.196344,6.1119138
9,Max Poulet,ChIJN97gX2NljEcRfnSAXk9QFyE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Av. d'Aïre 100, Genève",8FR86448+G9,46.2061515,6.1162827
10,Café - Restaurant du Verger,ChIJ303DWdhxqkERrGFCDecE9xw,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.3,131,"Av. Henri-Golay 8, Châtelaine",8FR86467+6G,46.2105872,6.1138539
11,Restaurant Du Verger,ChIJrzFaJbpkjEcRcHQgJrlQRIQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",,5,2,Vernier,8FR86467+6G,46.210665,6.1136903
12,Café de la Terrasse,ChIJFw7PgDV7jEcR8KRa2PoMgX8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,199,"Rte de Saint-Georges 73, Petit-Lancy",8FR854W8+HV,46.1964202,6.1171405
13,La Terrazza,ChIJhTmcKrpkjEcRtvwoZq2K8yw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,318,"Av. Edmond-Vaucher 1, Châtelaine",8FR86467+GV,46.2112936,6.1146535
14,La Suite,ChIJSWgh07tkjEcRj-Ksw1o1g7Q,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",,5,2,"Av. de Châtelaine 60/62, Genève",8FR86467+GM,46.2112628,6.1141458
15,Swiss Bistro,ChIJb0NFrJdkjEcRKBMxdsxp2As,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.2,115,"Av. Louis-Casaï 30, Cointrin",8FR864C7+5J,46.2204026,6.1140223
16,TIFFIN,ChIJvZNYMbhljEcRzaStxDxJD3U,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.9,17,"Av. Louis-Casaï 27, Genève",8FR86497+JJ,46.2190326,6.1140348
17,La Turquoise,ChIJ4XuI41xljEcR_y2uFNcgGb4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,76,"Centre Commercial Balexert, Av. Louis-Casaï 27, Genève",8FR86497+R6,46.2195642,6.1131107
18,Wasabi Sushi Bento Bar,ChIJfSHAhIJljEcRmtHKnNRmEKM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3,1,"Av. Louis-Casaï 27, Cointrin",8FR86497+WF,46.2198712,6.1138314
19,AKIKO Balexert,ChIJL1Sw0ZdkjEcRDN1B5HLWcAI,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,3.4,251,"Av. Louis-Casaï 27, Genève",8FR86497+PM,46.2193242,6.1142216
20,Migros Restaurant,ChIJiRdMPJhkjEcR-2gsIcMUv8A,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",,4,503,"Av. Louis-Casaï 27, Genève 28",8FR86496+CQ,46.2185224,6.1119638
21,BAGELSTEIN • Bagels & Coffee shop,ChIJS2O70JdkjEcR8zbo3cGhgk0,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,99,"Avenue Louis-Casaï 27 Balexert, Vernier",8FR86497+G7,46.2187962,6.1131595
22,Suprême Tacos,ChIJ7_p-rJdkjEcRQdlOAxvIZC0,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,3.8,650,"Av. Louis-Casaï 34, Cointrin",8FR864C7+F5,46.2212166,6.1128991
23,NORDSEE,ChIJafIcq6RljEcRQSOdN4w6HZE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,18,"Av. Louis-Casaï 27, Vernier",8FR86497+FM,46.2187238,6.1141642
24,Pizzeria Ristorante Molino Balexert,ChIJa13aO6JljEcR4hMjeyIXNMs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,3.6,308,"Avenue Louis-Casaï 27, Case Postale 2903, Genève",8FR86497+G6,46.2187665,6.1131166
25,Wasabi,ChIJl1Ww0ZdkjEcRBuDSyFTBHyk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.6,36,"Av. Louis-Casaï 27, Genève",8FR86497+H6,46.218965,6.113003
26,Muller's Factory Balexert,ChIJL1Sw0ZdkjEcRDqpgjs3Z044,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,99,"CP 2845 Avenue Louis-Casaï 27 1211, Geneva",8FR86497+H6,46.218968,6.113019
27,"Beau site grill, restaurant du P'tit Music'Hohl",ChIJgxEEi5lkjEcRltl_KqbFjDY,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,159,"Av. Louis-Casaï 54, Cointrin",8FR864F6+72,46.223233,6.1101037
28,Sushi Mania,ChIJMy47vGBljEcRSRQ--Uo69Kw,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Av. Louis-Casaï 27 1211, Genève",8FR86497+G6,46.2187665,6.1131166
29,McDonald’s Restaurant,ChIJ91qoKJZkjEcRo-jn2NuGHLI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.4,113,"Av. Louis-Casaï 27, Vernier",8FR86497+HH,46.2189767,6.113983
30,La Chamade,ChIJ7UScbe5ljEcRzKMw2YXEW94,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",,4.5,23,"Av. d'Aïre 52, Genève",8FR86449+QX,46.206901,6.1199772
31,ArteAndaluz,ChIJyZwxu7tkjEcRjCc224kKQbU,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.2,159,"Chem. De-Maisonneuve 10, Vernier",8FR86467+W8,46.2122856,6.1132709
32,McDonald’s,ChIJR1ruzZdkjEcReswSeLb3a18,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,3.5,571,"Auto Centre, Av. Louis-Casaï 11, Geneva",8FR86497+5X,46.2179926,6.1149389
33,Pop Apéros Gourmet,ChIJKxC-d6h7jEcRzh6kKoipE2c,"['restaurant', 'point_of_interest', 'food', 'establishment']",,5,5,"Chem. du Repos 6, Petit-Lancy",8FR854WC+M8,46.1967002,6.1208528
34,Au Furet,ChIJ_8qGQMhkjEcRXkHKQ_Q5Bo0,"['restaurant', 'cafe', 'lodging', 'store', 'food', 'point_of_interest', 'establishment']",,4.1,596,"1203, Av. d'Aïre 44, Geneva",8FR8644C+R8,46.2070756,6.1207765
35,Association Démocratique des Travailleurs Portugais de Genève,ChIJH-hMPchkjEcR9ogF6QK8TbY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,23,"Chem. François-Furet 61, Genève",8FR8644C+Q4,46.2069776,6.1203278
36,Refettorio Geneva,ChIJhWc1EadljEcRDJ9xqT-4taM,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,4.4,34,"Rue de Lyon 120, Genève",8FR8645C+X8,46.2098953,6.1207742
37,Café Tulipe,ChIJj3bA8zRljEcREidF78D_1A4,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.1,120,"Av. Edmond-Vaucher 47, Châtelaine",8FR86489+44,46.2152636,6.1178993
38,Au Siciliano DOC,ChIJNVpwC79kjEcRqKfKmxCTkgE,"['bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",,0,0,"Rte de Meyrin 49, Genève",8FR86489+5R,46.2155298,6.1196334
39,Café Le Cayla,ChIJeYJIqslkjEcRUHI7LCpKc0s,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1,4.3,59,"Chem. William-Lescaze 5, Genève",8FR8644C+7M,46.205748,6.121626
40,Restaurant La Fontaine,ChIJHRAaQsdkjEcR0agfiUEsOX8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue Edouard-Rod 4B, Genève",8FR8646C+RH,46.212075,6.1214201
41,Restaurant La Fontaine,ChIJCyhiu8BkjEcRRRNmqkEJ8g0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,152,"Cité Vieusseux 11, Genève",8FR8647C+MM,46.2141667,6.1216667
42,"Autogrill Suisse SA Pizza et Pasta, Asia News Bar Centre Balexert",ChIJ57Ox0ZdkjEcRUsLH1dsP6JQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",,1.3,3,"Av. Louis-Casaï 27, Genève",8FR86497+H6,46.2189684,6.1130188
43,The Fitting Room,ChIJq6r6L5ZkjEcRTnPqfYwmXKM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,2.7,41,"Av. Louis-Casaï 27, Genève",8FR86497+G4,46.2188316,6.1128484
44,Le Sandwich Gourmand - Maison Desplanches,ChIJl1Ww0ZdkjEcRlL5a6YuoxJ4,"['meal_takeaway', 'cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",,3.6,63,"Av. Louis-Casaï 27, Genève",8FR86497+W8,46.2197581,6.1132999
45,Eurest / Restaurant P&G,ChIJQ9t9a5F7jEcRKjXImqTAE5I,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rte de Saint-Georges 47, Petit-Lancy",8FR854VC+PV,46.1942955,6.1221807
46,Restauration Similart,ChIJf2m-6TR7jEcRSRiaKC9qraY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.5,2,"Av. du Cimetière 32, Lancy",8FR854WC+WC,46.1973869,6.1210605
47,Café de la Tour,ChIJyzYMRMtkjEcR5VolSJTY78I,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,392,"Chem. de la Bâtie 32, Petit-Lancy",8FR854XC+VX,46.1997088,6.1223751
48,Taurus - Steakhouse & Lounge,ChIJt1VscNxljEcRzPUStVBekdk,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.9,59,"Av. d'Aïre 40, Genève",8FR8644C+XX,46.2074274,6.1224356
49,De Oliveira Leonel et Cie,ChIJi2PgiblkjEcR5J9Kv-pRTRY,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,36,"Av. Henri-Golay 3, Genève",8FR86467+5R,46.2103963,6.1145098
50,Cafe Salento,ChIJZ0HOdJtljEcR8x0Gn7jTlXo,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.9,8,"Rue du Vicaire-Savoyard 2, Genève",8FR8643F+V7,46.2046267,6.1231875
51,Major Grill,ChIJSZEHjf9ljEcRkiWaLIJP8Go,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,54,"Av. d'Aïre 43, Genève",8FR8644F+V6,46.2072512,6.123072
52,Mutlu Kebab,ChIJdRFop8hkjEcRg6_m1RQ1Szs,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,22,"Prom. de l'Europe 11, Genève",8FR8645F+66,46.2080443,6.1231161
53,Le trois plis,ChIJ3dgvJMdkjEcR5DW8wpV6fPM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,88,"Rue Soubeyran 7, Genève",8FR8646F+W4,46.2123063,6.1228648
54,Auberge Fédérale - Le Ginevra,ChIJC_DLKcdkjEcRexbawoQqn0g,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,311,"Rue Soubeyran 12, Genève",8FR8647F+49,46.212803,6.1233815
55,Colladon Parc,ChIJ4ZrrV-tkjEcRINYi5wQfIpU,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,212,"Chem. Colladon 5, Genève",8FR864FF+2C,46.2226087,6.1236008
56,Le Petit Océan,ChIJKyvQ35JkjEcRyYQsnEZsIds,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,416,"Chem. des Coudriers 50, Genève",8FR864GC+6V,46.225605,6.1222
57,Le Petit Bordelais,ChIJ-zgySMlkjEcRR2pw02bd-ws,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,79,"Rue du Contrat-Social 4, Genève",8FR8643F+QJ,46.2044916,6.1241128
58,LE FARINET Restaurant Italien,ChIJIyvjXKtljEcR_8tG92ZUEGY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,62,"Rue du Contrat-Social 1, Genève",8FR8643F+MR,46.204245,6.1245374
59,Max Poulet,ChIJz3hAQgNljEcRkpWwh870oTg,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Prom. de l'Europe 11, Genève",8FR8645F+CG,46.2085918,6.1238634
60,Frutties,ChIJdRFop8hkjEcRiDOPoQTJm1M,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.1,17,"Prom. de l'Europe 11, Genève",8FR8645F+CQ,46.2085378,6.1244379
61,Restaurant Francesca Genève,ChIJdRFop8hkjEcRgxjZITIYzBs,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",,4.5,10,"Centre Commercial de Planet Charmilles, Promenade de l'Europe 11, Genève",8FR8645F+CP,46.208549,6.124254
62,Da Pulcinella,ChIJdRFop8hkjEcRjhEtkUr_tJc,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.1,177,"Av. d'Aïre 24, Genève",8FR8645F+4H,46.2077778,6.1238889
63,Amazonas,ChIJ_-ZcaMZkjEcR2P6TPJfPFLA,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.1,56,"Prom. de l'Europe 45, Genève",8FR8645F+XQ,46.2099577,6.1243804
64,Food4you Concept Sàrl,ChIJdRFop8hkjEcRLzSSmKdkxwY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Prom. de l'Europe 11, Genève",8FR8645F+7M,46.2082331,6.1242229
65,Shibata,ChIJW9uAwupkjEcR-cDAI02U0Ok,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,4.5,105,"Chem. Gilbert-Trolliet 4, Genève",8FR8649F+VC,46.2196533,6.1234963
66,Restaurant Boa Brasa,ChIJSRTY785kjEcR-G2HgWXQ_Ug,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,268,"Rue des Confessions n°17, Genève",8FR8644G+53,46.2054785,6.125059
67,"Café, Bar Cantinho",ChIJwa32PeVljEcR6amnE_BuUWM,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue de Lyon 85, Genève",8FR8645G+82,46.2083655,6.1250068
68,Restaurant Le Figuier libanais sur Genève,ChIJJa8rOMFkjEcR1NVq9KbCLTA,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.6,151,"Av. De-Luserna 32, Genève",8FR8647F+FW,46.2136964,6.1248085
69,Resto AB Kebab,ChIJT7CbrcZkjEcRC2WYCvtGG-U,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,1,"Av. De-Luserna 13, Genève",8FR8647G+46,46.2125048,6.1252273
70,Le P'tit Creux,ChIJ1aZf7YVljEcR_yETVs4Jpeo,"['bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,23,"Chem. Gilbert-Trolliet 4, Genève",8FR8649F+R9,46.2195884,6.1234084
71,Sabor Latino Sàrl,ChIJ8eqe7M5kjEcR-ZoHoBpMaIc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,76,"Rue de Saint-Jean 9, Genève",8FR8643G+R9,46.2046213,6.125964
72,Restaurant scolaire du Devin-du-Village,ChIJ3bEG7MNkjEcR4e9HBeubuE8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue du Vicaire-Savoyard 1, Genève",8FR8643F+M8,46.2042686,6.1232279
73,Calia,ChIJ-Zs39HNljEcRuesV2k5wCZo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,458,"Rue de Lyon 75, Genève",8FR8645G+79,46.2082026,6.1259985
74,Wasabi,ChIJe1Fdp8hkjEcRduAjzVfdw0E,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,3.9,80,"Av. d'Aïre 27, Genève",8FR8645F+3C,46.2076416,6.1235245
75,Burger King,ChIJuaYRG7FljEcRYFSx8etF-OE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,1,1,"Prom. de l'Europe 11, Genève",8FR8645F+C6,46.2085695,6.1230217
76,Restaurant L'Ambiance à Genève,ChIJFbbjIMRkjEcR4DHAfGLZsSk,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",2,4.2,114,"Rue Châtelain 5, Genève",8FR8646G+JC,46.2115698,6.1260651
77,Restaurant Le Luserna,ChIJCWFgrMZkjEcRqR5inHLhgWM,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.3,252,"Av. De-Luserna 13, Genève",8FR8647G+27,46.2125981,6.1257364
78,Public Restaurant Les Continents - Eldora,ChIJ3X1yAn1ljEcRSza2Dk9Zk78,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Chem. des Crêts 17, Genève",8FR864CG+P8,46.2218198,6.125689
79,Luigia Petit Saconnex,ChIJOzC1ZfdljEcRjbulzE9zFTQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,1673,"Chem. de la Tourelle 2, Genève",8FR864FG+QG,46.2244759,6.1263378
80,Café Tea-Room de la Tourelle,ChIJHa5wBIVljEcRvIgq6IeowAg,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.7,3,"Chem. de la Tourelle 4, Genève",8FR864FG+QC,46.2244462,6.1261003
81,Chez Nina,ChIJsb4WkY1kjEcRHWE6xXeNZ_0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.5,387,"Rue Sonnex 17BIS, Le Grand-Saconnex",8FR864HC+83,46.2283083,6.1201413
82,Le Pommier,ChIJr0Yon41kjEcRiBMBTakwnj0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.5,369,"Rue Sonnex 13, Le Grand-Saconnex",8FR864HC+F9,46.2287114,6.1208806
83,Restaurant scolaire,ChIJkyuQF41kjEcRw0h2FLPfItE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2.3,4,"Chem. du Pommier 15, Le Grand-Saconnex",8FR864HF+P2,46.2293217,6.1225972
84,Chanaan,ChIJQ7u1vc9kjEcRhow0_fFXGLM,"['restaurant', 'point_of_interest', 'food', 'establishment']",2,4.1,139,"Rue De-Miléant 7, Genève",8FR8644G+9V,46.2059338,6.1271997
85,la Fontaine,ChIJ5bPF085kjEcRmOZ2IETBzFM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,3.3,3,"Rue des Confessions 21, Genève",8FR8644F+5V,46.2054711,6.1246443
86,Pizza Mania Genève,ChIJ-Xcq1nZljEcR0q09-PcBzLY,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",1,4.5,68,"Rue du Beulet 5, Genève",8FR8644G+25,46.205013,6.1254991
87,"Brasserie Nouvelle, Restaurant Italien sur Genève",ChIJ4Yr9FlFljEcR1R8FSCAWg94,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4,160,"Rue de Lyon 96, Genève",8FR8645G+F7,46.208731,6.125641
88,"Coffee Land, Gürer",ChIJdRFop8hkjEcR59Wz5i8ihUE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,1,"Prom. de l'Europe 11, Genève",8FR8645F+7M,46.2082331,6.1242229
89,Le Ptit Ba'rond Sàrl,ChIJdRFop8hkjEcRenhDgEYoBJM,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,4,"Prom. de l'Europe 11, Genève",8FR8645F+7M,46.2082331,6.1242229
90,RPSA - Résidence Liotard,ChIJ3UahYMFkjEcRZ-ZTLOtIH9k,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,25,"Rue Liotard 78, Genève",8FR8647G+MF,46.2141802,6.1261835
91,HDiner Genève,ChIJ8-sl3q97jEcRnwC6m4HV9rw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,194,"Rte des Jeunes 4 A, Genève",8FR854WH+94,46.1958865,6.1278196
92,Thaï Food Truck de Som - Plats Thaïlandais typiques et savoureux à l'emporter et service traiteur,ChIJ2_3ix-R7jEcRllYO6UPkJKA,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,5,2,"4 bis, Rte des Jeunes 1227, Genève",8FR854WG+4X,46.1952746,6.1273814
93,Cafe-restaurant Au fil de l'arve,ChIJcab-icVljEcRsS43zEsbtIs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Quai des Arénières 14, Genève",8FR8642G+7X,46.2006362,6.1274593
94,Café de Charmilles,ChIJ17p7fM9kjEcRElELXjC1Djg,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,197,"Rue des Charmilles 40, Genève",8FR8645H+42,46.2077298,6.127573
95,Max Poulet,ChIJP-ye3bRljEcRfOfwzeM3VBA,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,2,"Rue des Charmilles 23, Genève",8FR8644G+XX,46.2074301,6.1275363
96,Morena Bar,ChIJfxzL8sVkjEcRyaXFzwY6WTc,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.1,168,"Av. Wendt 1, Genève",8FR8645G+FM,46.208662,6.126666
97,Silver Kebab SA,ChIJ047wgMVkjEcR5YCKUVjJ-fQ,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,104,"Rue de Lyon 73, Genève",8FR8645H+85,46.2082951,6.12788
98,Eat night Genève,ChIJDbJgRK1ljEcRMq3mSkx-tlE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2.9,21,"Rue Liotard 57, Genève",8FR8647G+6W,46.2130861,6.1272597
99,Ô'Spice,ChIJB5TEf0xljEcRxJLzdoNI1gc,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.7,17,"Rue Liotard 57, Genève",8FR8647G+6W,46.2130916,6.1273222
100,Café du Soleil,ChIJMwpcEOxkjEcRd_2UofasmUM,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",2,4.5,1890,"Pl. du Petit-Saconnex 6, Genève",8FR864FH+83,46.2232125,6.1277088
101,Café du Commerce,ChIJjYSJEOxkjEcROS7epWf5YnE,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4.2,81,"Pl. du Petit-Saconnex 4, Genève",8FR864FH+83,46.2232414,6.127761
102,Resto 5& Food,ChIJQx_07S17jEcR_oBKDU3rxmU,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.4,23,"Rte des Jeunes 5, Genève",8FR854VH+RC,46.1945936,6.1285618
103,Café-Restaurant Havana,ChIJe4KZEi57jEcRiizm1Pwhmcc,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,118,"Rue Viguet 8, Genève",8FR854VH+7C,46.1931796,6.1285583
104,La Passerelle,ChIJt2-Qmc1kjEcREMF5kpCgJT8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.6,102,"Rue Emile-Nicolet 15, Genève",8FR8642H+G8,46.201294,6.1283193
105,Restaurante gaucho,ChIJr9AFAahljEcRlsiuPO2P2Yg,"['restaurant', 'food', 'point_of_interest', 'establishment']",,1,1,"Chemin Malombré, Genève",8FR8642H+GF,46.2012898,6.1286631
106,Giardino Romano,ChIJFW95Fc5kjEcRuYzGeuXeXFc,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,206,"Rue de Saint-Jean 30 a, Genève",8FR8643H+VG,46.2046655,6.1287524
107,Lamartine,ChIJN20pWcRkjEcR4EwsLvc86XQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4.4,407,"Av. Soret 2, Genève",8FR8646H+G9,46.2113054,6.1284904
108,Migros Take Away,ChIJnVFdp8hkjEcRVGLI8p9a8vU,"['meal_takeaway', 'bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",,4.6,5,"Prom. de l'Europe 11, Genève",8FR8645F+56,46.2079064,6.1230213
109,KAPRiS KEBAP PIZZA TACOS,ChIJ_2QNS15ljEcR4rWSZa8RiOo,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,299,"Rte de Meyrin 4, Genève",8FR8647H+MJ,46.2141925,6.1289629
110,King Curry,ChIJQY7Eo8NkjEcRDCKDPat6U3o,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2,4.3,148,"Rte de Meyrin 4, Genève",8FR8647H+MH,46.2142,6.1289073
111,Il marinaio,ChIJx0slo3JljEcReODyZpJhLZw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,47,"Rte de Meyrin 8, Genève",8FR8647H+QC,46.2144147,6.1285496
112,Le Pavillon De Ruth,ChIJhaY4u8NkjEcRwq4aWjg3GbA,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4,1,"Rte de Meyrin 8, Genève",8FR8647H+QC,46.2143517,6.1285391
113,Restaurant Scolaire Liotard,ChIJ3bEG7MNkjEcRaBZwK9ldo7Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0,0,"Rue Liotard 66, Genève",8FR8647G+GX,46.2137811,6.1274503
114,Point-du-Jour,ChIJgfGODelkjEcRCR0tgoNbswI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2,4,200,"Rue de Moillebeau 37, Genève",8FR864CH+6H,46.2206095,6.1289836
115,Restaurant l'Atelier Genève,ChIJ34w2ZC57jEcRYd4Zse_EACE,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",2,4.1,563,"Rue Boissonnas 16, Genève",8FR854VH+4V,46.1927574,6.1297338
116,El Baraka,ChIJtZaiH9V6jEcR4z70j1F8bc0,"['restaurant', 'point_of_interest', 'food', 'establishment']",1,4,261,"Rue des Deux-Ponts 18, Genève",8FR8642H+CW,46.2010515,6.1297851
117,EcuaLatino Restaurant,ChIJ1d6X9LlljEcRvu_khXPZlfw,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.3,231,"Rue des Deux-Ponts 25, Genève",8FR8642H+7W,46.2007299,6.1297947
